Climate Zone,Core Planet Biome,Planet Variant,Planet Name
RELIC / SPECIAL,,AI World,Iokath
RELIC / SPECIAL,,Infested World,Leviathan
RELIC / SPECIAL,,Infested World,Karkaris
RELIC / SPECIAL,,Infested World,Sarkosis
RELIC / SPECIAL,,Infested World,Myrkr
RELIC / SPECIAL,,Infested World,Kalypsis
RELIC / SPECIAL,,Infested World,Kettos
RELIC / SPECIAL,,Cybrex World,Cyberia
RELIC / SPECIAL,,Cybrex World,Kvantum
RELIC / SPECIAL,,Cybrex World,Axiom
RELIC / SPECIAL,,Cybrex World,Cortex
RELIC / SPECIAL,,Cybrex World,Exolok
RELIC / SPECIAL,,Cybrex World,Iokath
RELIC / SPECIAL,,Nanotech World,Axon
RELIC / SPECIAL,,Nanotech World,Helix
RELIC / SPECIAL,,Nanotech World,Kvantum
RELIC / SPECIAL,,Nanotech World,Cyberia
RELIC / SPECIAL,,Nanotech World,Cortex
RELIC / SPECIAL,,Nanotech World,Electrion
RELIC / SPECIAL,,Nanotech World,Cyto
RELIC / SPECIAL,,Nanotech World,Iokath
RELIC / SPECIAL,,Shrouded World,Byss
RELIC / SPECIAL,,Shrouded World,Somnium
RELIC / SPECIAL,,Shrouded World,Aetheris
RELIC / SPECIAL,,Shrouded World,Etheria
RELIC / SPECIAL,,Shrouded World,Nocturne
RELIC / SPECIAL,,Shrouded World,Eidos
RELIC / SPECIAL,,Shrouded World,Myrkr
RELIC / SPECIAL,,Shrouded World,Athiss
RELIC / SPECIAL,,Broken World,Sunder
RELIC / SPECIAL,,Broken World,Cruxos
RELIC / SPECIAL,,Broken World,Crucius
RELIC / SPECIAL,,Broken World,Exegol
RELIC / SPECIAL,,Broken World,Rhenvar
RELIC / SPECIAL,,Broken World,Denova
RELIC / SPECIAL,,Shattered World,Sunder
RELIC / SPECIAL,,Shattered World,Cruxos
RELIC / SPECIAL,,Shattered World,Exegol
RELIC / SPECIAL,,Shattered World,Ruusan
RELIC / SPECIAL,,Shattered World,Denova
RELIC / SPECIAL,,Shattered World,Rhenvar
UNINHABITABLE,,Gas Giant,Leviathan
UNINHABITABLE,,Gas Giant,Kraken
UNINHABITABLE,,Gas Giant,Aegir
UNINHABITABLE,,Gas Giant,Typhon
UNINHABITABLE,,Gas Giant,Atlas
UNINHABITABLE,,Gas Giant,Hyperion
UNINHABITABLE,,Gas Giant,Cyclonis
UNINHABITABLE,,Gas Giant,Vortexos
STANDARD UNINHABITABLE,,Asteroid,Crait
STANDARD UNINHABITABLE,,Asteroid,Kessel
STANDARD UNINHABITABLE,,Asteroid,Kuat
STANDARD UNINHABITABLE,,Asteroid,Axon
STANDARD UNINHABITABLE,,Asteroid,Helix
STANDARD UNINHABITABLE,,Asteroid,Ixion
STANDARD UNINHABITABLE,,Asteroid,Cruxos
STANDARD UNINHABITABLE,,Asteroid,Karthakk
STANDARD UNINHABITABLE,,Asteroid,Denova
STANDARD UNINHABITABLE,,Ice Asteroid,Ilum
STANDARD UNINHABITABLE,,Ice Asteroid,Crythe
STANDARD UNINHABITABLE,,Ice Asteroid,Glacien
STANDARD UNINHABITABLE,,Ice Asteroid,Nivalis
STANDARD UNINHABITABLE,,Ice Asteroid,Arctis
STANDARD UNINHABITABLE,,Ice Asteroid,Rhenvar
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Iris
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Auralis
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Xanthalis
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Krysolis
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Berylia
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Opaline
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Celestria
STANDARD UNINHABITABLE,,Rare Crystal Asteroid,Lucent
STANDARD UNINHABITABLE,,Molten,Surtr
STANDARD UNINHABITABLE,,Molten,Phaeton
STANDARD UNINHABITABLE,,Molten,Pyr
STANDARD UNINHABITABLE,,Molten,Typhon
STANDARD UNINHABITABLE,,Molten,Helior
STANDARD UNINHABITABLE,,Molten,Ilios
STANDARD UNINHABITABLE,,Molten,Thermalis
STANDARD UNINHABITABLE,,Molten,Korriban
STANDARD UNINHABITABLE,,Barren,Crait
STANDARD UNINHABITABLE,,Barren,Kessel
STANDARD UNINHABITABLE,,Barren,Kharon
STANDARD UNINHABITABLE,,Barren,Byss
STANDARD UNINHABITABLE,,Barren,Kuat
STANDARD UNINHABITABLE,,Barren,Exegol
STANDARD UNINHABITABLE,,Barren,Ruusan
STANDARD UNINHABITABLE,,Barren,Rhenvar
STANDARD UNINHABITABLE,,Barren,Denova
STANDARD UNINHABITABLE,,Barren,Karthakk
STANDARD UNINHABITABLE,,Cold Barren,Ilum
STANDARD UNINHABITABLE,,Cold Barren,Crythe
STANDARD UNINHABITABLE,,Cold Barren,Myrkr
STANDARD UNINHABITABLE,,Cold Barren,Rhenvar
STANDARD UNINHABITABLE,,Cold Barren,Arctis
STANDARD UNINHABITABLE,,Cold Barren,Csilla
STANDARD UNINHABITABLE,,Toxic,Sullust
STANDARD UNINHABITABLE,,Toxic,Byss
STANDARD UNINHABITABLE,,Toxic,Sarkosis
STANDARD UNINHABITABLE,,Toxic,Virex
STANDARD UNINHABITABLE,,Toxic,Corvaxia
STANDARD UNINHABITABLE,,Toxic,Sykora
STANDARD UNINHABITABLE,,Toxic,Kalypsis
STANDARD UNINHABITABLE,,Toxic,Galavex
STANDARD UNINHABITABLE,,Toxic,Citrix
STANDARD UNINHABITABLE,,Frozen,Ilum
STANDARD UNINHABITABLE,,Frozen,Glacien
STANDARD UNINHABITABLE,,Frozen,Crythe
STANDARD UNINHABITABLE,,Frozen,Nivalis
STANDARD UNINHABITABLE,,Frozen,Baffin
STANDARD UNINHABITABLE,,Frozen,Arctis
STANDARD UNINHABITABLE,,Frozen,Rhenvar
STANDARD UNINHABITABLE,,Nuked,Scarif
STANDARD UNINHABITABLE,,Nuked,Byss
STANDARD UNINHABITABLE,,Nuked,Sunder
STANDARD UNINHABITABLE,,Nuked,Exegol
STANDARD UNINHABITABLE,,Nuked,Rhenvar
STANDARD UNINHABITABLE,,Nuked,Denova
STANDARD UNINHABITABLE,,Nuked,Ruusan
ARTIFICIAL,,Habitat,Haven
ARTIFICIAL,,Habitat,Reach
ARTIFICIAL,,Habitat,Frontier
ARTIFICIAL,,Habitat,Meridian
ARTIFICIAL,,Habitat,Eyrie
ARTIFICIAL,,Habitat,Sentryon
ARTIFICIAL,,Habitat,Concord
ARTIFICIAL,,Habitat,Harmonis
ARTIFICIAL,,Habitat,Harmony
ARTIFICIAL,,Habitat,Anaxes
ARTIFICIAL,,Habitat,Carida
ARTIFICIAL,,Habitable Ringworld,Arcadia
ARTIFICIAL,,Habitable Ringworld,Eden
ARTIFICIAL,,Habitable Ringworld,Haven
ARTIFICIAL,,Habitable Ringworld,Prosperis
ARTIFICIAL,,Habitable Ringworld,Harmony
ARTIFICIAL,,Habitable Ringworld,Meridian
ARTIFICIAL,,Habitable Ringworld,Aurelia
ARTIFICIAL,,Habitable Ringworld,Halcyon
ARTIFICIAL,,Habitable Ringworld,Elysia
ARTIFICIAL,,Habitable Ringworld,Celestria
ARTIFICIAL,,Habitable Ringworld,Imperia
ARTIFICIAL,,Habitable Ringworld,Omnis
ARTIFICIAL,,Damaged Habitable Ringworld,Sunder
ARTIFICIAL,,Ringworld Tech,Kvantum
ARTIFICIAL,,Damaged Ringworld Tech,Vivint
ARTIFICIAL,,Ringworld Seam,Lineara
ARTIFICIAL,,Damaged Ringworld Seam,Vobryke
ARTIFICIAL,,Shattered Ring Habitable,Cruxos
ARTIFICIAL,,Cosmogenesis World,Aetheris
GENERIC,,,Tyran
GENERIC,,,Autega
GENERIC,,,Ryloth
GENERIC,,,Salvo
GENERIC,,,Aliath
GENERIC,,,Ancarin
GENERIC,,,Tandria
GENERIC,,,Genna
GENERIC,,,Ceryn
GENERIC,,,Tysseris
GENERIC,,,Iris
GENERIC,,,Cyrus
GENERIC,,,Alterra
GENERIC,,,Valen
GENERIC,,,Taris
GENERIC,,,Telos
GENERIC,,,Veridian
GENERIC,,,Zurna
GENERIC,,,Alsor
GENERIC,,,Behtle
GENERIC,,,Kapella
GENERIC,,,Alphex
GENERIC,,,Asperia
GENERIC,,,Artemis
GENERIC,,,Apollo
GENERIC,,,Callisto
GENERIC,,,Europa
GENERIC,,,Kore
GENERIC,,,Cygnus
GENERIC,,,Mythos
GENERIC,,,Neraxis
GENERIC,,,Lyra
GENERIC,,,Kyros
GENERIC,,,Syr
GENERIC,,,Paleon
GENERIC,,,Vaelis
GENERIC,,,Orith
GENERIC,,,Zypher
GENERIC,,,Belyra
GENERIC,,,Cyrel
GENERIC,,,Delyth
GENERIC,,,Havrix
GENERIC,,,Kalyx
GENERIC,,,Lythos
GENERIC,,,Myrel
GENERIC,,,Rhyxis
GENERIC,,,Soren
GENERIC,,,Ulyth
GENERIC,,,Wyrix
GENERIC,,,Calixis
GENERIC,,,Amistel
GENERIC,,,Anzyra
GENERIC,,,Archos
GENERIC,,,Arkost
GENERIC,,,Cantus
GENERIC,,,Cindari
GENERIC,,,Corolis
GENERIC,,,Vanador
GENERIC,,,Diya
GENERIC,,,Amber
GENERIC,,,Surluse
GENERIC,,,Nin
GENERIC,,,Kisin
GENERIC,,,Thena
GENERIC,,,Elatha
GENERIC,,,Verbeia
GENERIC,,,Talon
GENERIC,,,Sjora
GENERIC,,,Lycon
GENERIC,,,Llyke
GENERIC,,,Kallan
GENERIC,,,Valis
GENERIC,,,Taleos
GENERIC,,,Avkien
GENERIC,,,Zertos
GENERIC,,,Wimeaux
GENERIC,,,Ithon
GENERIC,,,Thulara
GENERIC,,,Thotera
GENERIC,,,Elvora
GENERIC,,,Areclite
GENERIC,,,Achov
GENERIC,,,Kavaris
GENERIC,,,Merylis
GENERIC,,,Vandris
GENERIC,,,Vekrion
GENERIC,,,Marekion
GENERIC,,,Xayrien
GENERIC,,,Synra
GENERIC,,,Kavra
GENERIC,,,Mynos
GENERIC,,,Amleth
GENERIC,,,Andros
GENERIC,,,Arestel
GENERIC,,,Solis
GENERIC,,,Ethos
GENERIC,,,Vertia
GENERIC,,,Astralis
GENERIC,,,Calista
GENERIC,,,Ecryke
GENERIC,,,Aethel
GENERIC,,,Valerion
GENERIC,,,Kestrel
GENERIC,,,Soveren
GENERIC,,,Erilla
GENERIC,,,Saion
GENERIC,,,Kenere
GENERIC,,,Taria
GENERIC,,,Synor
GENERIC,,,Archon
GENERIC,,,Eldri
GENERIC,,,Coronix
GENERIC,,,Vandor
GENERIC,,,Thronos
GENERIC,,,Galavex
GENERIC,,,Imperia
GENERIC,,,Kaleido
GENERIC,,,Lustre
GENERIC,,,Rever
GENERIC,,,Vobryke
GENERIC,,,Cealdi
GENERIC,,,Vana
GENERIC,,,Voperan
GENERIC,,,Lera
GENERIC,,,Ceti
GENERIC,,,Antilla
GENERIC,,,Ketnia
GENERIC,,,Antania
GENERIC,,,Vesara
GENERIC,,,Eraka
GENERIC,,,Xytes
GENERIC,,,Arceria
GENERIC,,,Anic
GENERIC,,,Sidian
GENERIC,,,Altium
GENERIC,,,Oktaria
GENERIC,,,Aventon
GENERIC,,,Sabren
GENERIC,,,Theon
GENERIC,,,Antex
GENERIC,,,Viatris
GENERIC,,,Atlax
GENERIC,,,Lineara
GENERIC,,,Eidos
GENERIC,,,Thesara
GENERIC,,,Ardelis
GENERIC,,,Ceryx
GENERIC,,,Adraste
GENERIC,,,Kaelor
GENERIC,,,Koboh
GENERIC,,,Savis
GENERIC,,,Rishi
GENERIC,,,Odessen
GENERIC,,,Sulon
GENERIC,,,Zonoma
GENERIC,,,Sekot
GENERIC,,,Alaris
GENERIC,,,Axila
GENERIC,,,Carida
GENERIC,,,Armia
GENERIC,,,Csilla
GENERIC,,,Kira
GENERIC,,,Mizra
GENERIC,,,Thyferra
GENERIC,,,Kiridon
GENERIC,,,Comisky
GENERIC,,,Muscata
GENERIC,,,Avon
GENERIC,,,Pinelan
GENERIC,,,Luray
GENERIC,,,Archer
GENERIC,,,Salem
GENERIC,,,Antrim
GENERIC,,,Miverva
GENERIC,,,Wyan
